Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,G+A-PK,xG+xAG,Rk_stats_shooting,Nation_stats_shooting,Pos_stats_shooting,Comp_stats_shooting,Age_stats_shooting,Born_stats_shooting,90s_stats_shooting,Gls_stats_shooting,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK_stats_shooting,PKatt_stats_shooting,xG_stats_shooting,npxG_stats_shooting,npxG/Sh,G-xG,np:G-xG,Rk_stats_passing,Nation_stats_passing,Pos_stats_passing,Comp_stats_passing,Age_stats_passing,Born_stats_passing,90s_stats_passing,Cmp,Att,Cmp%,TotDist,PrgDist,Ast_stats_passing,xAG_stats_passing,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP_stats_passing,Rk_stats_passing_types,Nation_stats_passing_types,Pos_stats_passing_types,Comp_stats_passing_types,Age_stats_passing_types,Born_stats_passing_types,90s_stats_passing_types,Att_stats_passing_types,Live,Dead,FK_stats_passing_types,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp_stats_passing_types,Off,Blocks,Rk_stats_gca,Nation_stats_gca,Pos_stats_gca,Comp_stats_gca,Age_stats_gca,Born_stats_gca,90s_stats_gca,SCA,SCA90,PassLive,PassDead,TO,Sh_stats_gca,Fld,Def,GCA,GCA90,Rk_stats_defense,Nation_stats_defense,Pos_stats_defense,Comp_stats_defense,Age_stats_defense,Born_stats_defense,90s_stats_defense,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Att_stats_defense,Tkl%,Lost,Blocks_stats_defense,Sh_stats_defense,Pass,Int,Tkl+Int,Clr,Err,Rk_stats_possession,Nation_stats_possession,Pos_stats_possession,Comp_stats_possession,Age_stats_possession,Born_stats_possession,90s_stats_possession,Touches,Def Pen,Def 3rd_stats_possession,Mid 3rd_stats_possession,Att 3rd_stats_possession,Att Pen,Live_stats_possession,Att_stats_possession,Succ,Succ%,Tkld,Tkld%,Carries,TotDist_stats_possession,PrgDist_stats_possession,PrgC_stats_possession,1/3_stats_possession,CPA,Mis,Dis,Rec,PrgR_stats_possession,Rk_stats_playing_time,Nation_stats_playing_time,Pos_stats_playing_time,Comp_stats_playing_time,Age_stats_playing_time,Born_stats_playing_time,MP_stats_playing_time,Min_stats_playing_time,Mn/MP,Min%,90s_stats_playing_time,Starts_stats_playing_time,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,Rk_stats_misc,Nation_stats_misc,Pos_stats_misc,Comp_stats_misc,Age_stats_misc,Born_stats_misc,90s_stats_misc,CrdY_stats_misc,CrdR_stats_misc,2CrdY,Fls,Fld_stats_misc,Off_stats_misc,Crs_stats_misc,Int_stats_misc,TklW_stats_misc,PKwon,PKcon,OG,Recov,Won,Lost_stats_misc,Won%,Rk_stats_keeper,Nation_stats_keeper,Pos_stats_keeper,Comp_stats_keeper,Age_stats_keeper,Born_stats_keeper,MP_stats_keeper,Starts_stats_keeper,Min_stats_keeper,90s_stats_keeper,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_stats_keeper,PKA,PKsv,PKm,Rk_stats_keeper_adv,Nation_stats_keeper_adv,Pos_stats_keeper_adv,Comp_stats_keeper_adv,Age_stats_keeper_adv,Born_stats_keeper_adv,90s_stats_keeper_adv,GA_stats_keeper_adv,PKA_stats_keeper_adv,FK_stats_keeper_adv,CK_stats_keeper_adv,OG_stats_keeper_adv,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp_stats_keeper_adv,Att_stats_keeper_adv,Cmp%_stats_keeper_adv,Att (GK),Thr,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist
2306,Antoine Semenyo,gh GHA,FW,Bournemouth,eng Premier League,25.0,2000,28,28,2465,27.4,7,4,11,7,0,0,9,0,8.6,8.6,5.1,13.7,112,86,224,0.40,0.50,2306,gh GHA,FW,eng Premier League,25-076,2000,27.4,7,101,32,31.7,3.69,1.17,0.07,0.22,16.5,0,0,0,8.6,8.6,0.08,-1.6,-1.6,2306,gh GHA,FW,eng Premier League,25-076,2000,27.4,603,832,72.5,8654,2257,4,5.1,3.8,-1.1,36,40,37,7,86,2306,gh GHA,FW,eng Premier League,25-076,2000,27.4,832,786,38,2,7,5,48,35,1,0,0,0,603,8,30,2306,gh GHA,FW,eng Premier League,25-076,2000,27.4,100,3.65,67,1,15,11,4,2,10,0.37,2306,gh GHA,FW,eng Premier League,25-076,2000,27.4,44,26,15,21,8,38,31.6,26,52,7,45,6,50,26,0,2306,gh GHA,FW,eng Premier League,25-076,2000,27.4,1259,34,154,436,698,160,1259,111,58,52.3,46,41.4,756,5734,2814,112,55,58,69,62,879,224,2859,gh GHA,FW,eng Premier League,25-076,2000,28,2465,88,94.4,27.4,28,88,22,0,,0,1.46,43,33,+10,+0.37,-0.88,47.2,36.3,+10.9,+0.40,2306,gh GHA,FW,eng Premier League,25-076,2000,27.4,9,0,0,59,30,14,48,6,26,1,0,0,126,51,62,45.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2307,Marvin Senaya,tg TOG,DF,Strasbourg,fr Ligue 1,24.0,2001,10,1,227,2.5,0,0,0,0,0,0,3,0,0.0,0.0,0.1,0.1,1,5,2,0.00,0.06,2307,tg TOG,DF,fr Ligue 1,24-055,2001,2.5,0,1,0,0.0,0.40,0.00,0.00,,22.5,0,0,0,0.0,0.0,0.01,0.0,0.0,2307,tg TOG,DF,fr Ligue 1,24-055,2001,2.5,110,138,79.7,1854,596,0,0.1,0.0,-0.1,2,6,1,1,5,2307,tg TOG,DF,fr Ligue 1,24-055,2001,2.5,138,109,27,5,0,0,1,22,0,0,0,0,110,2,4,2307,tg TOG,DF,fr Ligue 1,24-055,2001,2.5,3,1.19,2,0,0,1,0,0,0,0.00,2307,tg TOG,DF,fr Ligue 1,24-055,2001,2.5,8,3,5,2,1,12,50.0,6,6,2,4,7,15,12,0,2307,tg TOG,DF,fr Ligue 1,24-055,2001,2.5,173,12,88,73,15,0,173,2,0,0.0,1,50.0,72,231,109,1,1,0,0,1,86,2,2860,tg TOG,DF,fr Ligue 1,24-055,2001,10,227,23,9.7,2.5,1,45,0,9,20,7,1.50,2,6,-4,-1.59,-2.10,2.4,6.0,-3.6,-1.42,2307,tg TOG,DF,fr Ligue 1,24-055,2001,2.5,3,0,0,4,4,0,1,7,3,0,1,0,13,3,3,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2308,Marcos Senesi,ar ARG,DF,Bournemouth,eng Premier League,27.0,1997,11,11,917,10.2,0,0,0,0,0,0,4,0,0.8,0.8,0.2,1.0,11,45,3,0.00,0.10,2308,ar ARG,DF,eng Premier League,27-318,1997,10.2,0,2,0,0.0,0.20,0.00,0.00,,6.0,0,0,0,0.8,0.8,0.40,-0.8,-0.8,2308,ar ARG,DF,eng Premier League,27-318,1997,10.2,440,578,76.1,9108,4764,0,0.2,0.5,-0.2,3,66,12,3,45,2308,ar ARG,DF,eng Premier League,27-318,1997,10.2,578,547,26,20,0,1,7,5,0,0,0,0,440,5,1,2308,ar ARG,DF,eng Premier League,27-318,1997,10.2,16,1.57,16,0,0,0,0,0,1,0.10,2308,ar ARG,DF,eng Premier League,27-318,1997,10.2,33,21,21,10,2,26,50.0,13,14,6,8,11,44,42,0,2308,ar ARG,DF,eng Premier League,27-318,1997,10.2,697,59,304,339,63,12,697,8,5,62.5,3,37.5,432,2223,1307,11,14,0,5,5,437,3,2861,ar ARG,DF,eng Premier League,27-318,1997,11,917,83,35.1,10.2,11,83,7,0,,1,1.55,15,15,0,0.00,-0.64,18.1,11.8,+6.3,+0.61,2308,ar ARG,DF,eng Premier League,27-318,1997,10.2,4,0,0,17,7,0,7,11,21,0,0,0,62,20,22,47.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2309,Stefano Sensi,it ITA,MF,Monza,it Serie A,29.0,1995,8,2,211,2.3,1,0,1,0,1,1,0,0,0.9,0.1,0.0,0.1,2,23,4,0.00,0.37,2309,it ITA,MF,it Serie A,29-231,1995,2.3,1,4,1,25.0,1.71,0.43,0.00,0.00,30.8,0,1,1,0.9,0.1,0.02,+0.1,-0.1,2309,it ITA,MF,it Serie A,29-231,1995,2.3,180,206,87.4,3495,1077,0,0.0,0.2,0.0,0,22,3,0,23,2309,it ITA,MF,it Serie A,29-231,1995,2.3,206,197,8,6,0,2,6,0,2,0,2,0,180,1,1,2309,it ITA,MF,it Serie A,29-231,1995,2.3,7,2.97,6,0,0,0,1,0,0,0.00,2309,it ITA,MF,it Serie A,29-231,1995,2.3,6,4,2,4,0,6,83.3,1,3,2,1,3,9,2,1,2309,it ITA,MF,it Serie A,29-231,1995,2.3,228,5,55,141,34,1,227,5,3,60.0,1,20.0,170,859,373,2,2,0,1,1,180,4,2862,it ITA,MF,it Serie A,29-231,1995,8,211,26,8.1,2.3,2,56,0,6,17,6,0.00,3,6,-3,-1.28,-0.45,2.8,3.0,-0.1,-0.06,2309,it ITA,MF,it Serie A,29-231,1995,2.3,0,0,0,3,5,0,6,3,4,0,0,0,10,2,2,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2310,Suat Serdar,de GER,MF,Hellas Verona,it Serie A,27.0,1997,14,12,937,10.4,1,1,2,1,0,0,4,1,1.7,1.7,0.8,2.6,14,37,15,0.19,0.25,2310,de GER,MF,it Serie A,27-347,1997,10.4,1,26,6,23.1,2.50,0.58,0.04,0.17,20.5,0,0,0,1.7,1.7,0.07,-0.7,-0.7,2310,de GER,MF,it Serie A,27-347,1997,10.4,252,332,75.9,4269,1185,1,0.8,0.4,+0.2,7,33,2,0,37,2310,de GER,MF,it Serie A,27-347,1997,10.4,332,317,11,7,3,5,3,2,2,0,0,0,252,4,12,2310,de GER,MF,it Serie A,27-347,1997,10.4,23,2.21,14,0,3,3,3,0,1,0.10,2310,de GER,MF,it Serie A,27-347,1997,10.4,20,13,7,13,0,17,23.5,13,12,3,9,6,26,13,0,2310,de GER,MF,it Serie A,27-347,1997,10.4,461,19,85,268,115,24,461,28,14,50.0,11,39.3,254,1324,590,14,15,2,15,10,279,15,2863,de GER,MF,it Serie A,27-347,1997,14,937,67,35.9,10.4,12,73,5,2,31,0,1.00,9,25,-16,-1.54,-0.84,8.2,17.6,-9.5,-0.91,2310,de GER,MF,it Serie A,27-347,1997,10.4,4,1,1,23,12,0,3,6,13,0,0,0,53,11,11,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2311,Sergi,es ESP,DF,Leganés,es La Liga,32.0,1992,27,26,2322,25.8,2,0,2,2,0,0,2,1,1.4,1.4,0.4,1.8,3,63,1,0.08,0.07,2311,es ESP,DF,es La Liga,32-338,1992,25.8,2,11,4,36.4,0.43,0.16,0.18,0.50,9.7,0,0,0,1.4,1.4,0.13,+0.6,+0.6,2311,es ESP,DF,es La Liga,32-338,1992,25.8,1034,1241,83.3,20443,8089,0,0.4,0.5,-0.4,5,46,5,0,63,2311,es ESP,DF,es La Liga,32-338,1992,25.8,1241,1190,44,44,0,5,1,0,0,0,0,0,1034,7,5,2311,es ESP,DF,es La Liga,32-338,1992,25.8,11,0.43,11,0,0,0,0,0,2,0.08,2311,es ESP,DF,es La Liga,32-338,1992,25.8,33,25,19,13,1,25,60.0,10,30,23,7,33,66,151,2,2311,es ESP,DF,es La Liga,32-338,1992,25.8,1526,202,881,624,25,15,1526,4,4,100.0,0,0.0,803,3338,1742,3,3,0,5,1,974,1,2864,es ESP,DF,es La Liga,32-338,1992,27,2322,86,92.1,25.8,26,88,22,1,45,0,1.00,26,40,-14,-0.54,+0.82,21.1,40.9,-19.8,-0.77,2311,es ESP,DF,es La Liga,32-338,1992,25.8,2,1,0,26,6,7,1,33,25,0,1,1,69,46,44,51.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2312,Nicolás Serrano,es ESP,FW,Athletic Club,es La Liga,22.0,2003,4,1,112,1.2,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,2,4,18,0.00,0.15,2312,es ESP,FW,es La Liga,22-019,2003,1.2,0,5,1,20.0,4.02,0.80,0.00,0.00,24.6,0,0,0,0.2,0.2,0.03,-0.2,-0.2,2312,es ESP,FW,es La Liga,22-019,2003,1.2,25,44,56.8,342,90,0,0.0,0.1,0.0,1,2,1,1,4,2312,es ESP,FW,es La Liga,22-019,2003,1.2,44,37,7,2,0,0,13,0,5,4,0,0,25,0,0,2312,es ESP,FW,es La Liga,22-019,2003,1.2,2,1.61,2,0,0,0,0,0,0,0.00,2312,es ESP,FW,es La Liga,22-019,2003,1.2,1,1,0,1,0,3,33.3,2,4,0,4,1,2,1,0,2312,es ESP,FW,es La Liga,22-019,2003,1.2,68,1,7,19,42,4,68,9,3,33.3,6,66.7,27,163,65,2,1,1,1,3,44,18,2866,es ESP,FW,es La Liga,22-019,2003,4,112,28,4.4,1.2,1,79,0,3,11,14,2.00,0,2,-2,-1.61,-2.50,1.8,1.2,+0.6,+0.46,2312,es ESP,FW,es La Liga,22-019,2003,1.2,0,0,0,2,2,0,13,1,1,0,0,0,3,0,2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2313,Benjamin Šeško,si SVN,""FW,MF"",RB Leipzig,de Bundesliga,21.0,2003,25,24,1868,20.8,10,5,15,9,1,1,2,1,7.5,6.7,1.8,8.6,35,37,110,0.67,0.45,2313,si SVN,""FW,MF"",de Bundesliga,21-297,2003,20.8,10,52,24,46.2,2.51,1.16,0.17,0.38,17.0,0,1,1,7.5,6.7,0.13,+2.5,+2.3,2313,si SVN,""FW,MF"",de Bundesliga,21-297,2003,20.8,333,499,66.7,4006,935,5,1.8,1.3,+3.2,15,21,9,0,37,2313,si SVN,""FW,MF"",de Bundesliga,21-297,2003,20.8,499,481,16,1,3,0,2,3,0,0,0,0,333,2,20,2313,si SVN,""FW,MF"",de Bundesliga,21-297,2003,20.8,38,1.83,23,0,10,5,0,0,7,0.34,2313,si SVN,""FW,MF"",de Bundesliga,21-297,2003,20.8,7,3,0,4,3,10,30.0,7,11,3,8,5,12,18,0,2313,si SVN,""FW,MF"",de Bundesliga,21-297,2003,20.8,729,22,79,389,276,69,728,58,30,51.7,27,46.6,355,2066,971,35,24,12,50,44,552,110,2868,si SVN,""FW,MF"",de Bundesliga,21-297,2003,25,1868,75,79.8,20.8,24,77,6,1,24,0,1.64,32,24,+8,+0.39,+0.39,26.6,30.2,-3.6,-0.18,2313,si SVN,""FW,MF"",de Bundesliga,21-297,2003,20.8,2,1,1,22,13,12,2,5,3,0,0,0,53,56,41,57.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"2314,Ryan Sessegnon,eng ENG,""DF,MF"",Fulham,eng Premier League,24.0,2000,7,1,96,1.1,2,0,2,2,0,0,0,0,0.5,0.5,0.4,0.9,3,2,7,1.87,0.86,2314,eng ENG,""DF,MF"",eng Premier League,24-310,2000,1.1,2,3,3,100.0,2.81,2.81,0.67,0.67,12.6,0,0,0,0.5,0.5,0.18,+1.5,+1.5,2314,eng ENG,""DF,MF"",eng Premier League,24-310,2000,1.1,27,33,81.8,374,107,0,0.4,0.4,-0.4,2,1,1,0,2,2314,eng ENG,""DF,MF"",eng Premier League,24-310,2000,1.1,33,31,2,0,0,0,2,2,0,0,0,0,27,0,1,2314,eng ENG,""DF,MF"",eng Premier League,24-310,2000,1.1,4,3.75,3,0,0,0,1,0,1,0.94,2314,eng ENG,""DF,MF"",eng Premier League,24-310,2000,1.1,4,0,2,2,0,5,40.0,3,0,0,0,1,5,2,0,2314,eng ENG,""DF,MF"",eng Premier League,24-310,2000,1.1,50,1,11,20,20,6,50,3,1,33.3,2,66.7,25,184,125,3,3,2,1,4,28,7,2869,eng ENG,""DF,MF"",eng Premier League,24-310,2000,7,96,14,3.7,1.1,1,71,0,6,4,16,2.29,5,2,+3,+2.81,+2.74,2.8,2.5,+0.3,+0.28,2314,eng ENG,""DF,MF"",eng Premier League,24-310,2000,1.1,0,0,0,3,1,0,2,1,0,0,0,0,5,2,1,66.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"2315,Stephan El Shaarawy,it ITA,""DF,MF"",Roma,it Serie A,32.0,1992,22,11,967,10.7,3,3,6,3,0,0,2,0,2.3,2.3,1.0,3.2,40,41,73,0.56,0.30,2315,it ITA,""DF,MF"",it Serie A,32-148,1992,10.7,3,23,10,43.5,2.14,0.93,0.13,0.30,19.3,1,0,0,2.3,2.3,0.10,+0.7,+0.7,2315,it ITA,""DF,MF"",it Serie A,32-148,1992,10.7,349,444,78.6,5043,1349,3,1.0,1.8,+2.0,12,15,17,3,41,2315,it ITA,""DF,MF"",it Serie A,32-148,1992,10.7,444,393,47,1,4,0,24,44,2,0,2,0,349,4,10,2315,it ITA,""DF,MF"",it Serie A,32-148,1992,10.7,38,3.54,30,0,2,3,3,0,8,0.74,2315,it ITA,""DF,MF"",it Serie A,32-148,1992,10.7,13,11,3,5,5,11,45.5,6,3,0,3,8,21,10,0,2315,it ITA,""DF,MF"",it Serie A,32-148,1992,10.7,553,12,82,224,262,39,553,34,16,47.1,13,38.2,340,2318,1123,40,34,12,18,9,372,73,2871,it ITA,""DF,MF"",it Serie A,32-148,1992,22,967,44,37.0,10.7,11,65,3,11,23,5,1.77,23,8,+15,+1.40,+1.45,20.6,10.5,+10.1,+0.94,2315,it ITA,""DF,MF"",it Serie A,32-148,1992,10.7,2,0,0,5,10,5,24,8,11,1,0,0,42,5,12,29.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
2316,Luke Shaw,eng ENG,DF,Manchester Utd,eng Premier League,29.0,1995,2,0,70,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,6,0,0.00,0.00,2316,eng ENG,DF,eng Premier League,29-255,1995,0.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,2316,eng ENG,DF,eng Premier League,29-255,1995,0.8,89,101,88.1,1503,573,0,0.0,0.0,0.0,0,6,0,0,6,2316,eng ENG,DF,eng Premier League,29-255,1995,0.8,101,101,0,0,0,1,0,0,0,0,0,0,89,0,1,2316,eng ENG,DF,eng Premier League,29-255,1995,0.8,0,0.00,0,0,0,0,0,0,0,0.00,2316,eng ENG,DF,eng Premier League,29-255,1995,0.8,2,2,1,1,0,1,100.0,0,1,0,1,1,3,1,0,2316,eng ENG,DF,eng Premier League,29-255,1995,0.8,107,3,46,56,5,0,107,0,0,,0,,86,335,143,1,2,0,1,0,93,0,2872,eng ENG,DF,eng Premier League,29-255,1995,2,70,35,2.7,0.8,0,,0,2,35,0,2.00,1,0,+1,+1.29,+1.43,0.5,0.5,+0.1,+0.07,2316,eng ENG,DF,eng Premier League,29-255,1995,0.8,0,0,0,0,0,0,0,1,2,0,0,0,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2317,Alen Sherri,al ALB,GK,Cagliari,it Serie A,27.0,1997,6,6,540,6.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,2317,al ALB,GK,it Serie A,27-099,1997,6.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,2317,al ALB,GK,it Serie A,27-099,1997,6.0,149,198,75.3,3658,2598,0,0.0,0.0,0.0,1,2,0,0,0,2317,al ALB,GK,it Serie A,27-099,1997,6.0,198,138,60,12,0,0,0,0,0,0,0,0,149,0,0,2317,al ALB,GK,it Serie A,27-099,1997,6.0,2,0.33,2,0,0,0,0,0,0,0.00,2317,al ALB,GK,it Serie A,27-099,1997,6.0,1,0,1,0,0,2,50.0,1,0,0,0,0,1,1,0,2317,al ALB,GK,it Serie A,27-099,1997,6.0,212,182,210,3,0,0,212,0,0,,0,,124,566,283,0,0,0,0,0,103,0,2874,al ALB,GK,it Serie A,27-099,1997,6,540,90,20.7,6.0,6,90,6,0,,23,0.83,7,9,-2,-0.33,+0.28,10.6,9.1,+1.6,+0.27,2317,al ALB,GK,it Serie A,27-099,1997,6.0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,,158,al ALB,GK,it Serie A,27-099,1997,6,6,540,6.0,9,1.50,25,16,64.0,1,2,3,1,16.7,0,0,0,0,158,al ALB,GK,it Serie A,27-099,1997,6.0,9,0,0,0,0,8.6,0.35,-0.4,-0.07,25,67,37.3,150,20,32.7,30.9,64,4,6.3,5,0.83,12.5
2318,Eldor Shomurodov,uz UZB,FW,Roma,it Serie A,29.0,1995,18,5,561,6.2,2,2,4,2,0,0,1,0,2.4,2.4,0.6,3.0,14,15,41,0.64,0.48,2318,uz UZB,FW,it Serie A,29-268,1995,6.2,2,19,8,42.1,3.05,1.28,0.11,0.25,12.5,0,0,0,2.4,2.4,0.13,-0.4,-0.4,2318,uz UZB,FW,it Serie A,29-268,1995,6.2,131,171,76.6,1762,299,2,0.6,0.8,+1.4,10,7,4,0,15,2318,uz UZB,FW,it Serie A,29-268,1995,6.2,171,166,5,0,1,1,3,0,0,0,0,0,131,0,8,2318,uz UZB,FW,it Serie A,29-268,1995,6.2,20,3.21,17,0,0,3,0,0,6,0.96,2318,uz UZB,FW,it Serie A,29-268,1995,6.2,9,2,2,4,3,4,50.0,2,8,0,8,0,9,2,0,2318,uz UZB,FW,it Serie A,29-268,1995,6.2,269,0,12,117,145,30,269,16,4,25.0,11,68.8,148,783,358,14,14,6,33,10,205,41,2875,uz UZB,FW,it Serie A,29-268,1995,18,561,31,21.5,6.2,5,71,1,13,16,10,1.94,9,7,+2,+0.32,-0.21,9.7,3.9,+5.7,+0.92,2318,uz UZB,FW,it Serie A,29-268,1995,6.2,1,0,0,6,4,3,3,0,2,0,0,0,21,19,19,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2319,Djibril Sidibé,fr FRA,DF,Toulouse,fr Ligue 1,32.0,1992,20,16,1417,15.7,0,2,2,0,0,0,1,0,0.3,0.3,2.2,2.5,9,79,27,0.13,0.16,2319,fr FRA,DF,fr Ligue 1,32-238,1992,15.7,0,3,0,0.0,0.19,0.00,0.00,,7.7,0,0,0,0.3,0.3,0.10,-0.3,-0.3,2319,fr FRA,DF,fr Ligue 1,32-238,1992,15.7,697,872,79.9,12257,5708,2,2.2,1.8,-0.2,13,50,20,9,79,2319,fr FRA,DF,fr Ligue 1,32-238,1992,15.7,872,732,138,36,5,3,31,98,0,0,0,0,697,2,16,2319,fr FRA,DF,fr Ligue 1,32-238,1992,15.7,26,1.65,26,0,0,0,0,0,4,0.25,2319,fr FRA,DF,fr Ligue 1,32-238,1992,15.7,48,25,26,15,7,37,62.2,14,8,2,6,16,64,43,1,2319,fr FRA,DF,fr Ligue 1,32-238,1992,15.7,1010,59,354,497,171,6,1010,14,10,71.4,4,28.6,539,1935,1052,9,14,0,18,8,598,27,2877,fr FRA,DF,fr Ligue 1,32-238,1992,20,1417,71,60.6,15.7,16,86,11,4,12,0,1.55,24,14,+10,+0.64,+1.22,26.7,16.1,+10.6,+0.67,2319,fr FRA,DF,fr Ligue 1,32-238,1992,15.7,1,0,0,16,16,0,31,16,25,0,0,0,74,13,7,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2320,Armindo Sieb,de GER,""FW,MF"",Mainz 05,de Bundesliga,22.0,2003,23,5,723,8.0,2,2,4,2,0,0,2,0,2.7,2.7,1.1,3.9,25,16,56,0.50,0.48,2320,de GER,""FW,MF"",de Bundesliga,22-035,2003,8.0,2,26,7,26.9,3.24,0.87,0.08,0.29,16.2,0,0,0,2.7,2.7,0.11,-0.7,-0.7,2320,de GER,""FW,MF"",de Bundesliga,22-035,2003,8.0,127,184,69.0,1706,502,2,1.1,0.6,+0.9,8,12,8,2,16,2320,de GER,""FW,MF"",de Bundesliga,22-035,2003,8.0,184,175,7,0,1,0,6,1,0,0,0,0,127,2,4,2320,de GER,""FW,MF"",de Bundesliga,22-035,2003,8.0,17,2.12,10,0,2,4,1,0,4,0.50,2320,de GER,""FW,MF"",de Bundesliga,22-035,2003,8.0,9,3,3,5,1,10,30.0,7,4,0,4,1,10,7,0,2320,de GER,""FW,MF"",de Bundesliga,22-035,2003,8.0,307,4,30,138,141,42,307,30,11,36.7,18,60.0,169,1080,479,25,7,7,30,21,220,56,2878,de GER,""FW,MF"",de Bundesliga,22-035,2003,23,723,31,30.9,8.0,5,55,0,18,25,3,1.78,14,10,+4,+0.50,-0.17,10.9,12.4,-1.5,-0.18,2320,de GER,""FW,MF"",de Bundesliga,22-035,2003,8.0,2,0,0,13,11,10,6,1,3,0,0,0,28,14,23,37.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
2321,Vincent Sierro,ch SUI,MF,Toulouse,fr Ligue 1,29.0,1995,21,19,1686,18.7,3,1,4,1,2,2,4,0,3.0,1.4,2.7,4.1,8,105,19,0.11,0.30,2321,ch SUI,MF,fr Ligue 1,29-167,1995,18.7,3,14,1,7.1,0.75,0.05,0.07,1.00,21.0,0,2,2,3.0,1.4,0.10,0.0,-0.4,2321,ch SUI,MF,fr Ligue 1,29-167,1995,18.7,790,1031,76.6,14024,4552,1,2.7,3.1,-1.7,25,75,21,1,105,2321,ch SUI,MF,fr Ligue 1,29-167,1995,18.7,1031,916,113,58,6,10,61,3,38,18,18,0,790,2,11,2321,ch SUI,MF,fr Ligue 1,29-167,1995,18.7,49,2.62,30,14,0,2,2,1,3,0.16,2321,ch SUI,MF,fr Ligue 1,29-167,1995,18.7,40,24,13,21,6,43,60.5,17,25,5,20,12,52,32,1,2321,ch SUI,MF,fr Ligue 1,29-167,1995,18.7,1236,48,301,673,271,22,1234,19,5,26.3,14,73.7,662,2597,1139,8,14,1,33,13,787,19,2880,ch SUI,MF,fr Ligue 1,29-167,1995,21,1686,80,72.1,18.7,19,85,11,2,38,0,1.38,27,22,+5,+0.27,+0.40,28.0,20.6,+7.4,+0.39,2321,ch SUI,MF,fr Ligue 1,29-167,1995,18.7,4,0,0,20,25,0,61,12,24,0,0,0,95,24,20,54.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
